objectid,facil_id,instit_id,facil_name,facil_addr,grade_leve,grade_org,facil_tele,zipcode,tencode,st_code,facil_type,instit_typ,enrollment,active,cartodb_id,created_at,updated_at,longitude_0,latitude_0,geojson
278,W34,W34,New Foundations Charter School,8001 Torresdale Avenue,Elementary School,K-8,215-624-8100,19136,7760008001,77600,School,Charter,422,O,395,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0242297576317,40.0346242709807,"{""type"":""Point"",""coordinates"":[-75.02423,40.03462]}"
279,W17,W17,Architecture & Design Charter School,675 Sansom Street,High School,9-12,215-351-2900,19106,8794000105,87940,School,Charter,410,O,396,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1521343332677,39.9488209960405,"{""type"":""Point"",""coordinates"":[-75.15213,39.94882]}"
280,3380,W80,New Media Technology Charter School,8034    THOURON         ST,High School,9-12,267-286-6900,19150,7722008034,77220,School,Charter,80,O,397,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1716089935413,40.0726768520756,"{""type"":""Point"",""coordinates"":[-75.17161,40.07268]}"
281,W84,W84,Folk Arts Treasures Charter School,1025 Callowhill St,Elementary School,K-8,215-569-2600,19123,2088001025,20880,School,Charter,0,O,398,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1562209014046,39.9590888862422,"{""type"":""Point"",""coordinates"":[-75.15622,39.95909]}"
282,W91,W91,Truebright Science Academy,926 W Sedgely Ave,Middle School,7-10,225-3437,19140,1914003833,19140,School,Charter,0,O,399,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1452727935964,40.0014373611898,"{""type"":""Point"",""coordinates"":[-75.14527,40.00144]}"
283,W40,W40,Leadership Learning Parnters (W.D.Palmer),1415 N Broad St,Middle/HIgh,6-11,232-0300,19123,1914001401,19140,School,Charter,0,O,400,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1578387671717,39.9751110157867,"{""type"":""Point"",""coordinates"":[-75.15784,39.97511]}"
284,W94,W94,Pan American Academy,144 W Dauphin St.,Elementary School,K-8,215-425-1212,19133 - 3705,2752000126,27520,School,Charter,0,O,401,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.134029597621,39.9847440259919,"{""type"":""Point"",""coordinates"":[-75.13403,39.98474]}"
285,W26,W26,Universal Institute Charter School,801 S 15th Street,Elementary School,K-8,215-732-2876,19146,8808000801,88080,School,Charter,627,O,402,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1677225648568,39.9408355274307,"{""type"":""Point"",""coordinates"":[-75.16772,39.94084]}"
286,W62,W62,Wissahickon Charter School,4700 G Wissahicken Avenue,Elementary School,K-8,267-338-1020,19144,8406004700,84060,School,Charter,322,O,403,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1713030900613,40.0160400617285,"{""type"":""Point"",""coordinates"":[-75.1713,40.01604]}"
287,W06,W06,Christopher Columbus Charter School,1242-46 S 13TH ST,Middle School,5-8,215-389-6000,19147,8806001240,88060,School,Charter,0,O,404,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1656168522801,39.9341613204921,"{""type"":""Point"",""coordinates"":[-75.16562,39.93416]}"
288,W21,W21,"Mathematics, Civics and Sciences Charter School",447 N Broad St,Elem/Mid/High,1-12,215-923-4880,19123,2010001326,20100,School,Charter,884,O,405,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1607345803011,39.961117492551,"{""type"":""Point"",""coordinates"":[-75.16073,39.96112]}"
289,W04,W04,YouthBuild Charter School,"1231 N. Broad Street, 3rd Floor",High School,12,215-627-8671,19122,1914001231,19140,School,Charter,208,O,406,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1586310352437,39.9728889305305,"{""type"":""Point"",""coordinates"":[-75.15863,39.97289]}"
290,W03,W03,World Communications Charter School,512 S. Broad Street,Middle/HIgh,6-12,215-735-3198,19146,1916000512,19160,School,Charter,458,O,407,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1657907447033,39.9438572797744,"{""type"":""Point"",""coordinates"":[-75.16579,39.94386]}"
291,W15B,W15,Alliance Charter Annex,1600-06 Cecil B Moore Ave,Elementary School,K-1,215-232-4892,19121,2201001600,22010,Annex,Charter,0,O,408,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1613356822631,39.9789870271148,"{""type"":""Point"",""coordinates"":[-75.16134,39.97899]}"
292,W01,W01,Community Academy of Philadelphia Charter School,1100 E. Erie Avenue,Elem/Mid/High,K-12,215-533-6700,19124,3198001100,31980,School,Charter,1206,O,409,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1066200175767,40.0045896322581,"{""type"":""Point"",""coordinates"":[-75.10662,40.00459]}"
293,W23,W23,Hardy Williams/Renaissance Advantage,1712 S. 56th Street,Elementary School,K-8,215-724-2343,19143,2276005600,22760,School,Charter,820,O,410,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2252865750895,39.9371307016428,"{""type"":""Point"",""coordinates"":[-75.22529,39.93713]}"
294,W42,W42,Delaware Valley Charter High School,5201 Old York Rd,High School,9-12,215-455-2550,19141,6130005201,61300,School,Charter,567,O,411,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.14493653532,40.0333141184047,"{""type"":""Point"",""coordinates"":[-75.14494,40.03331]}"
562,3370,3370,KIPP Philadelphia Elementary Academy,2409 W Westmoreland St,Elementary School,K-1,,19132,8258002409,82580,School,Charter,0,O,412,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1685417903131,40.005800924701,"{""type"":""Point"",""coordinates"":[-75.16854,40.0058]}"
563,3353,3353,"KIPP DuBois Collegiate Academy
KIPP DuBois Collegiate Academy",1209 Vine St.,High School,9-10,,19107,8012001209,80120,School,Charter,0,O,413,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1590233819732,39.9578895223685,"{""type"":""Point"",""coordinates"":[-75.15902,39.95789]}"
564,8541,8541,Pennypack House,7901 State Rd.,Remedial Discipline,9-12,,19136,7444007999,74440,School,District,0,O,414,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0177440592273,40.0295998635038,"{""type"":""Point"",""coordinates"":[-75.01774,40.0296]}"
565,6070,,Military Academy At Leeds,1100 E. Mt Pleasant Ave.,High School,9-12,,19150,,0,,,0,O,415,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1753215108721,40.0710257887284,"{""type"":""Point"",""coordinates"":[-75.17532,40.07103]}"
566,2650,,Science Leadership Academy (Franklin Institute),2130 Arch Street,,,,,,0,,,0,O,416,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1758582252059,39.9557533753015,"{""type"":""Point"",""coordinates"":[-75.17586,39.95575]}"
567,2530,,Youth Study Center,3232 Henry Ave.,Remedial Discipline,,,19129,4196003200,41960,,District,0,O,417,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1808261757529,40.0094510799087,"{""type"":""Point"",""coordinates"":[-75.18083,40.00945]}"
412,226518662,226518662,St. Malachy,1415 N  11TH            ST,Elementary School,K-8,215-232-0696,19122,8801001419,88010,School,Archdiocese,211,O,418,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.152811209158,39.9740942900323,"{""type"":""Point"",""coordinates"":[-75.15281,39.97409]}"
413,226518752,226518752,St. Martin Of Tours,5450 E  ROOSEVELT       BLV,Elementary School,K-8,215-533-3050,19124,6922005450,69220,School,Archdiocese,1010,O,419,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0867572558711,40.0317035766206,"{""type"":""Point"",""coordinates"":[-75.08676,40.0317]}"
414,226518332,226518332,St. Katherine Of Siena,9738  FRANKFORD       AVE,Elementary School,K-8,215-637-2181,,2276009738,22760,School,Archdiocese,641,O,420,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-74.9929304735935,40.0599019204935,"{""type"":""Point"",""coordinates"":[-74.99293,40.0599]}"
415,226518062,226518062,St. Ignatius Loyola,617-27 N  43RD ST,Elementary School,pre K-8,215-222-3626,19104,8864000617,88640,School,Archdiocese,180,O,421,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2088183690719,39.9637586614378,"{""type"":""Point"",""coordinates"":[-75.20882,39.96376]}"
416,226519042,226519042,St Nicholas of Tolentine,902-22 Pierce St,Elementary School,pre K-8,215-468-0353,19148,6464000902,64640,Annex,Archdiocese,0,O,422,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1610211254903,39.9273725773322,"{""type"":""Point"",""coordinates"":[-75.16102,39.92737]}"
417,226519042,226519042,St. Nicholas Of Tolentine,1712 S  09TH     ST,Elementary School,pre K-8,215-468-0353,19148,,87980,School,Archdiocese,439,O,423,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1606001484006,39.927553331489,"{""type"":""Point"",""coordinates"":[-75.1606,39.92755]}"
418,300518720,300518720,STUDENT EDUC CTR (Dela Val H.S.),13550   Bustleton Ave,High School,9-12,215-677-6107,19116,2002013512,20020,School,Private,104,O,424,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0139442531051,40.1291278399835,"{""type"":""Point"",""coordinates"":[-75.01394,40.12913]}"
419,NO AU NUMBER_9,NO AU NUMBER,United Hebrew School,701 Byberry Rd,,,,19116,2016000701,20160,School,Private,0,C,425,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.013833678317,40.1230614500937,"{""type"":""Point"",""coordinates"":[-75.01383,40.12306]}"
420,300513270,300513270,The Delta School,3609  Woodhaven Rd,,Ungraded,215-637-8235,19154,8446003609,84460,School,Private,117,O,426,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-74.9772705428567,40.0926525863893,"{""type"":""Point"",""coordinates"":[-74.97727,40.09265]}"
421,226514502_1,226514502,Norwood Fontbonne MS,E Sunset Ave at Norwood,Elementary School,pre K-8,215-247-3811,19118,7556000035,75560,School,Private,457,O,427,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2162484212924,40.0833353427285,"{""type"":""Point"",""coordinates"":[-75.21625,40.08334]}"
422,226514502_2,226514502,Norwood Fontbonne Academy,8891 Germantown Ave,Elementary School,pre K-5,215-247-3811,19118,3666008891,36660,School,Private,457,O,428,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2148612822694,40.0805003362204,"{""type"":""Point"",""coordinates"":[-75.21486,40.0805]}"
423,226511002,226511002,Chestnut Hill Academy,500 W  WILLOW GROVE    AVE,Elem/Mid/High,pre K-12,215-247-4700,19118,8348000500,83480,School,Private,539,O,429,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2094566996213,40.0613318786524,"{""type"":""Point"",""coordinates"":[-75.20946,40.06133]}"
424,226515802,226515802,Springside School,8000 Cherokee St,Elem/Mid/High,pre K-12,215-247-7200,,2270008000,22700,School,Private,601,O,430,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2128304896447,40.060813190712,"{""type"":""Point"",""coordinates"":[-75.21283,40.06081]}"
425,NO AU NUMBER_10,NO AU NUMBER,Corinthian Christian Academy,6100 N 21st St,Elementary School,pre K-5,215-438-1060,19138,8819006100,88190,School,Private,63,O,431,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1559876901396,40.0477824775776,"{""type"":""Point"",""coordinates"":[-75.15599,40.04778]}"
426,300514621,300514621,Ivy Leaf School,629 Church Lane,,,215-844-9766,19144,2308000629,23080,School,Private,0,O,432,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1635764633922,40.0419083085601,"{""type"":""Point"",""coordinates"":[-75.16358,40.04191]}"
427,300513890_2,300513890,Green Tree School,143 W Walnut Lane,,Ungraded,215-843-4528,19144,8118000143,81180,School,Private,0,O,433,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1817028315045,40.0381799476832,"{""type"":""Point"",""coordinates"":[-75.1817,40.03818]}"
428,300517000,300517000,Pa School for the Deaf,100 W School House Lane,,Ungraded,215-951-4700,19144,7128000100,71280,School,Private,165,O,434,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1742715873806,40.0320130083095,"{""type"":""Point"",""coordinates"":[-75.17427,40.03201]}"
429,NO AU NUMBER_11,NO AU NUMBER,Fairhill HS,2816-22  N  04TH St,High School,9-12,,19133,8787002816,87870,School,Private,0,O,435,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1381328863274,39.9942208232051,"{""type"":""Point"",""coordinates"":[-75.13813,39.99422]}"
430,300519460,300519460,Wynnefield Academy,5200 Wynnefield Ave,Elementary School,K-4,215-477-2422,19131,8494005200,84940,School,Private,167,O,436,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2300840768466,39.9913526785468,"{""type"":""Point"",""coordinates"":[-75.23008,39.99135]}"
431,226516590_1,226516590,Overbrook School for the Blind,6333 Malvern Ave,Elem/Mid/High,pre K-12,215-877-0313,19151,5308006333,53080,School,Private,0,O,437,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2502418022878,39.9828220638893,"{""type"":""Point"",""coordinates"":[-75.25024,39.98282]}"
432,226516590_2,226516590,Overbrook School for the Blind,6332 Malvern Ave,Elem/Mid/High,pre K-12,215-877-0313,19151,5308006332,53080,Annex,Private,0,O,438,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2495678202632,39.9819945073928,"{""type"":""Point"",""coordinates"":[-75.24957,39.98199]}"
433,226511852,226511852,Girard College,2101 S  COLLEGE         AVE,Elem/Mid/High,K-12,215-787-2626,19121,2420002101,24200,School,Private,623,O,439,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1717287920749,39.9738635403073,"{""type"":""Point"",""coordinates"":[-75.17173,39.97386]}"
434,226513650,226513650,Phila Mennonite HS,860 N 24th St,High School,9-12,215-763-5363,19130,8826000854,88260,School,Private,74,O,440,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1764017074478,39.9716012225981,"{""type"":""Point"",""coordinates"":[-75.1764,39.9716]}"
435,300516020,300516020,Montessori Genesis II,3510 Brandywine St,Elementary School,pre K-4,215-387-2078,19104,7380003513,73800,School,Private,35,O,441,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.193776384537,39.9631466759752,"{""type"":""Point"",""coordinates"":[-75.19378,39.96315]}"
436,NO AU NUMBER_12,NO AU NUMBER,University City New School,4201 Spruce St,Elementary School,pre K-8,215-382-3313,19104,7396004201,73960,School,Private,86,O,442,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2075480380093,39.9530656190599,"{""type"":""Point"",""coordinates"":[-75.20755,39.95307]}"
437,226515832,226515832,Spruce Hill Christian School,4115 Baltimore Ave,Elementary School,K-8,215-382-7839,19104,8863000425,88630,School,Private,169,O,443,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2067522222062,39.9500231416221,"{""type"":""Point"",""coordinates"":[-75.20675,39.95002]}"
438,300512600,300512600,Rittenhouse Academy,1512 Spruce St,,,215-545-2800,,7396001512,73960,School,Private,136,O,444,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1673082323986,39.946841775272,"{""type"":""Point"",""coordinates"":[-75.16731,39.94684]}"
439,226511132_1,226511132,City Center Academy,314 S  17th St,High School,9-12,215-731-1930,19103,8812000314,88120,Annex,Private,0,O,445,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1699907028753,39.9470026414432,"{""type"":""Point"",""coordinates"":[-75.16999,39.947]}"
440,226511172,226511172,Cockrell Christian Sch,4512-16 Lancaster Ave,Elementary School,K-8,215-879-2628,19131,4890004512,48900,School,Private,108,O,446,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2134057684263,39.969746128055,"{""type"":""Point"",""coordinates"":[-75.21341,39.96975]}"
441,226511242,226511242,Crusaders for Christ Christian Academy,1201 S 47TH ST,Elementary School,K-8,215-387-3014,19143,8873001201,88730,School,Private,56,O,447,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2122241937141,39.9448616808034,"{""type"":""Point"",""coordinates"":[-75.21222,39.94486]}"
442,226511492,226511492,Evelyn Graves Christian Academy,5501 Chester Ave,Elem/Mid/High,pre K-12,215-727-7795,19143,2276005501,22760,School,Private,57,O,448,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2246166874665,39.9387627398824,"{""type"":""Point"",""coordinates"":[-75.22462,39.93876]}"
443,300512620,300512620,Cornerstone Christian Academy,1939 S 58th St,Elementary School,K-8,215-724-6858,19143,8898001939,88980,School,Private,215,O,449,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2274180027519,39.9351627780177,"{""type"":""Point"",""coordinates"":[-75.22742,39.93516]}"
444,226513935,226513935,Maria Gardner Christian Acad,1529 N 07TH ST,Elementary School,1-6,215-,19122,8793001529,87930,School,Private,15,O,450,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1470487284308,39.9753713890665,"{""type"":""Point"",""coordinates"":[-75.14705,39.97537]}"
445,226511372,226511372,Eagles Nest Christian Sch,501 King St,Elem/Mid/High,pre K-12,215-848-2300,19144,4770000455,47700,School,Private,0,O,451,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1774973695511,40.0247416840223,"{""type"":""Point"",""coordinates"":[-75.1775,40.02474]}"
446,226510015,226510015,Elijah Muhammad,2723-25 Jefferson St,,,,19121,4602002723,46020,School,Private,8,O,452,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1802845248215,39.9788095942984,"{""type"":""Point"",""coordinates"":[-75.18028,39.97881]}"
447,226511552,226511552,Faith Tabernacle School,3611 N Randolph St,Elem/Mid/High,1-12,215-221-0909,19140,6736003611,67360,School,Private,174,O,453,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1377638019028,40.00643996123,"{""type"":""Point"",""coordinates"":[-75.13776,40.00644]}"
448,300519410,300519410,Woodbine Academy,5337 Wynnefield Ave,Elementary School,pre K-4,215-878-1140,19131,8494005337,84940,School,Private,66,O,454,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2323781248548,39.9921190235296,"{""type"":""Point"",""coordinates"":[-75.23238,39.99212]}"
449,226512842,226512842,Jameson Christian Academy,5301 Wynnefield Ave,Elem/Mid/High,K-11,215-477-7777,19131,8494005301,84940,School,Private,26,O,455,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2313579213654,39.9921066162706,"{""type"":""Point"",""coordinates"":[-75.23136,39.99211]}"
450,226510132,226510132,Al-Aqsa Islamic School,1501 Germantown Ave,Elementary School,pre K-8,215-765-6660,19122,3666001501,36660,School,Private,278,O,456,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1414079484491,39.973848001067,"{""type"":""Point"",""coordinates"":[-75.14141,39.97385]}"
451,226510682,226510682,Blair Christian Academy,220 W Upsal St,Elem/Mid/High,pre K-12,215-438-6557,19119,7902000212,79020,School,Private,157,O,457,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1866766029926,40.0439851025171,"{""type"":""Point"",""coordinates"":[-75.18668,40.04399]}"
452,226510732,226510732,Calvary Christian Academy,13500 Philmont Ave,Elem/Mid/High,pre K-12,215-969-1579,19116,6456013500,64560,School,Private,974,O,458,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0173088227049,40.1297305438063,"{""type"":""Point"",""coordinates"":[-75.01731,40.12973]}"
453,226510932,226510932,Celestial Christian Community,2534 W Thompson St,Elementary School,pre K-8,215-232-5863,19121,7716002534,77160,School,Private,58,O,459,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1781688537017,39.9755038110122,"{""type"":""Point"",""coordinates"":[-75.17817,39.9755]}"
454,226511052,226511052,Chalutzim Academy,7501 Haverford Ave,Elem/Mid/High,pre K-12,215-477-4443,19151,4124007501,41240,School,Private,46,O,460,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2678117484817,39.9789640909929,"{""type"":""Point"",""coordinates"":[-75.26781,39.97896]}"
455,226511122,226511122,Christ Academy,4233 Chestnut St,,,,19104,2282004233,22820,School,Private,90,O,461,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.208027078712,39.9569816593923,"{""type"":""Point"",""coordinates"":[-75.20803,39.95698]}"
456,226511112,226511112,Church of God Victory Acad,3051 N 05TH ST,Elem/Mid/High,K-12,215-223-7544,19133,8789003051,87890,School,Private,8,O,462,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1386335836807,39.9979859648305,"{""type"":""Point"",""coordinates"":[-75.13863,39.99799]}"
457,226511522,226511522,Community Christian Acad,600-610 W Venango St,Elementary School,K-1,,19140,7992000600,79920,School,Private,17,O,463,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1395004354302,40.0058265262438,"{""type"":""Point"",""coordinates"":[-75.1395,40.00583]}"
458,226512022,226512022,Harold O Davis Christian Sch,4500 N 10th St,Elementary School,K-4,215-324-1031,19140,8382001001,83820,School,Private,10,O,464,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1419418460687,40.0209508023816,"{""type"":""Point"",""coordinates"":[-75.14194,40.02095]}"
527,226510029,226510029,Better Way Christian Academy,8253 Bustleton Ave,Elem/Mid/High,K-12,,19152,2002008253,20020,School,Private,0,O,533,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0508561958661,40.0657965377191,"{""type"":""Point"",""coordinates"":[-75.05086,40.0658]}"
459,226512012,226512012,High St Christian Acad,222 E High St,Elementary School,pre K-6,215-848-8170,19144,4250000222,42500,School,Private,40,O,465,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1748062060156,40.0419441665411,"{""type"":""Point"",""coordinates"":[-75.17481,40.04194]}"
460,226511862,226511862,Growing Light Day School,5223 Belfield Ave,Elementary School,K-5,215-438-1450,19144,1656005223,16560,School,Private,39,O,466,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1617937789944,40.0372238138993,"{""type"":""Point"",""coordinates"":[-75.16179,40.03722]}"
461,226512732,226512732,International Christian,E Tabor Rd at Rising Sun Ave,High School,9-12,215-455-9334,,7652000411,76520,School,Private,166,O,467,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1170282289215,40.0306396124265,"{""type"":""Point"",""coordinates"":[-75.11703,40.03064]}"
462,300514330,300514330,Politz Hebrew Academy,9225 Old Bustleton Ave,Elementary School,pre K-8,215-969-5960,19115,6118609229,61186,School,Private,271,O,468,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0391847213584,40.0804372016659,"{""type"":""Point"",""coordinates"":[-75.03918,40.08044]}"
463,226510023,226510023,LaSalle Academy,1432-36 N 02nd St,,,,19122,8783001432,87830,School,Private,30,O,469,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1390265830496,39.9733358319735,"{""type"":""Point"",""coordinates"":[-75.13903,39.97334]}"
464,226515762,226515762,Sr Clara Muhammad School,4700 Wyalusing Ave,Elem/Mid/High,pre k-12,215-877-9020,19131,8478004700,84780,School,Private,190,O,470,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.216241672271,39.9703143989354,"{""type"":""Point"",""coordinates"":[-75.21624,39.97031]}"
465,226515392,226515392,Quba Institute,4637 Lancaster Ave,Elem/Mid/High,K-12,215-473-8589,19131,4890004637,48900,School,Private,66,O,471,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2149319197341,39.9712040959809,"{""type"":""Point"",""coordinates"":[-75.21493,39.9712]}"
466,226515612,226515612,Philadelphia Christian Academy,4801 Cottman Ave,Elem/Mid/High,pre K-12,215-332-6569,19135,2528004851,25280,School,Private,64,O,472,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0336167553191,40.0285616100681,"{""type"":""Point"",""coordinates"":[-75.03362,40.02856]}"
467,226515872,226515872,Shaare Shamayim-Beth Judah,9768 Verree Rd,Elementary School,pre K-7,215-677-1600,19115,7998009768,79980,School,Private,19,O,473,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0450494667503,40.0998180873891,"{""type"":""Point"",""coordinates"":[-75.04505,40.09982]}"
468,226519542,226519542,Talmudical Yeshiva of Phila,6055-63  Drexel Rd,High School,9-12,215-477-1000,19131,2920006055,29200,School,Private,96,O,474,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2482625475086,39.9897960194877,"{""type"":""Point"",""coordinates"":[-75.24826,39.9898]}"
469,226515472,226515472,Triumph Christian School,1536 W Wingohocking St,Elementary School,K-6,215-457-3737,19140,8382001536,83820,School,Private,108,O,475,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1515661653813,40.0216400152544,"{""type"":""Point"",""coordinates"":[-75.15157,40.02164]}"
470,226514095,226514095,Messiah Early Childhood Center,2311 S 13th St,Elementary School,pre K-4,215-334-7440,19148,8806002311,88060,School,Private,3,O,476,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.168037801401,39.9212934881466,"{""type"":""Point"",""coordinates"":[-75.16804,39.92129]}"
471,226514382,226514382,New Life Christian Acad,2826-40 N 09th St,,,215-221-6255,19133,8797002826,87970,School,Private,0,O,477,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1457862162185,39.9952330089055,"{""type"":""Point"",""coordinates"":[-75.14579,39.99523]}"
472,226510020,226510020,New Life Alternatives Christian,1993-95 N 63RD St,,,NP,,8907001993,89070,School,Private,14,O,478,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2472161657996,39.9855231615256,"{""type"":""Point"",""coordinates"":[-75.24722,39.98552]}"
473,226510007,226510007,GreaterCanaan ChrAcad,2001 Spring Garden St,,,215-972-9087,,7380002001,73800,School,Private,0,O,479,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1711122898756,39.9639611131022,"{""type"":""Point"",""coordinates"":[-75.17111,39.96396]}"
474,NO AU NUMBER_15,NO AU NUMBER,Berean Christian Academy,2829 S 18TH ST,Elementary School,K-8,215-465-5419,19148,1582001760,15820,School,Private,19,O,480,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1776884160857,39.9153125764848,"{""type"":""Point"",""coordinates"":[-75.17769,39.91531]}"
475,300513890_1,300513890,Green Tree School,6401 Wayne Ave,,Ungraded,215-843-4528,19119,8188006401,81880,School,Private,0,O,481,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.1900410381905,40.0386283625887,"{""type"":""Point"",""coordinates"":[-75.19004,40.03863]}"
476,226511342,226511342,Direct Connections Institute,229 S 52ND ST,Elementary School,K-6,215-476-0370,19139,8883000229,88830,School,Private,63,O,482,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.2254893987925,39.9559661289499,"{""type"":""Point"",""coordinates"":[-75.22549,39.95597]}"
477,226511642,226511642,First Century Gospel School,6807 Rising Sun Ave,Elem/Mid/High,1-10,215-742-6615,19124,6860006807,68600,School,Private,115,O,483,2013-08-07 20:27:06.063194,2013-08-07 20:27:06.301444,-75.0901422632151,40.0548064670961,"{""type"":""Point"",""coordinates"":[-75.09014,40.05481]}"
