RACK_TYPE,BIKE_COUNT,LAT,LNG
Converted Parking Meter,2.0,39.9513328875,-75.1671423366
Staple or Inverted-U,6.0,39.9526297954,-75.1668266442
Staple or Inverted-U,2.0,39.9510630029,-75.1658681633
Staple or Inverted-U,2.0,39.9510807801,-75.1660223634
Staple or Inverted-U,6.0,39.9511083632,-75.1661885803
Staple or Inverted-U,2.0,39.9511542114,-75.1665306631
Staple or Inverted-U,2.0,39.9511741598,-75.1666754878
Staple or Inverted-U,2.0,39.9511950148,-75.1668605461
Staple or Inverted-U,2.0,39.9512232945,-75.1670577131
Staple or Inverted-U,2.0,39.9511541243,-75.1672678763
Staple or Inverted-U,2.0,39.9505005445,-75.1669334102
Staple or Inverted-U,2.0,39.9504837442,-75.1668225393
Converted Parking Meter,2.0,39.9504742294,-75.1667175857
Staple or Inverted-U,2.0,39.9503174554,-75.1660018322
Staple or Inverted-U,6.0,39.95249257,-75.1669970723
Staple or Inverted-U,2.0,39.9514489925,-75.1672349852
Staple or Inverted-U,2.0,39.951357618,-75.1674119204
Staple or Inverted-U,2.0,39.9513695151,-75.1675167849
Converted Parking Meter,2.0,39.9513994648,-75.1677882286
Converted Parking Meter,2.0,39.9514396386,-75.1680902613
Staple or Inverted-U,2.0,39.9514565769,-75.168207323
Converted Parking Meter,2.0,39.9514737938,-75.1683367663
Staple or Inverted-U,2.0,39.95244068,-75.1685044688
Converted Parking Meter,2.0,39.9525119976,-75.1684955636
Converted Parking Meter,2.0,39.9525807243,-75.1684774648
Converted Parking Meter,2.0,39.9526425147,-75.1684689227
School Yard,4.0,39.9514079218,-75.168481755
Staple or Inverted-U,4.0,39.951393923,-75.168389361
Staple or Inverted-U,2.0,39.9513848275,-75.1683029763
Staple or Inverted-U,2.0,39.9513732793,-75.1682135858
Staple or Inverted-U,2.0,39.9513253337,-75.1678839727
Staple or Inverted-U,4.0,39.9512678023,-75.1674463101
Staple or Inverted-U,2.0,39.9494403617,-75.1646351406
Staple or Inverted-U,2.0,39.9494920239,-75.1650234529
Staple or Inverted-U,2.0,39.9495211426,-75.1652577517
Staple or Inverted-U,6.0,39.9497535255,-75.1658374292
Staple or Inverted-U,2.0,39.9515277491,-75.1688275629
Staple or Inverted-U,2.0,39.9515343934,-75.1689109433
Converted Parking Meter,2.0,39.9515495398,-75.1690544041
Converted Parking Meter,2.0,39.9515749114,-75.1692284504
Converted Parking Meter,2.0,39.9515931018,-75.1694012218
Staple or Inverted-U,2.0,39.9516185774,-75.1695799121
Converted Parking Meter,2.0,39.9516418795,-75.1697679783
Staple or Inverted-U,2.0,39.9516623815,-75.1699375634
Staple or Inverted-U,2.0,39.9516879945,-75.1701224443
Staple or Inverted-U,2.0,39.9517650352,-75.1702620056
Converted Parking Meter,2.0,39.9518315889,-75.1702532845
Converted Parking Meter,2.0,39.9524121556,-75.1701507046
Staple or Inverted-U,2.0,39.9528141487,-75.1700580014
Staple or Inverted-U,2.0,39.9529493946,-75.1700296337
Staple or Inverted-U,2.0,39.9527964956,-75.1578357085
Staple or Inverted-U,2.0,39.9529576438,-75.1589539954
Staple or Inverted-U,2.0,39.9530666947,-75.1579771835
Staple or Inverted-U,2.0,39.9529307493,-75.1588187247
Converted Parking Meter,2.0,39.9529108601,-75.1586769937
Staple or Inverted-U,2.0,39.9528983256,-75.1585442745
Staple or Inverted-U,2.0,39.9528764744,-75.1584212042
Converted Parking Meter,2.0,39.9528597358,-75.1583134255
Staple or Inverted-U,2.0,39.9528444002,-75.1581622277
Staple or Inverted-U,2.0,39.9527752084,-75.1575794188
Staple or Inverted-U,20.0,39.9526120187,-75.1562660689
Converted Parking Meter,2.0,39.9525991324,-75.1561178751
School Yard,6.0,39.9524824399,-75.1551744652
Converted Parking Meter,2.0,39.9525129068,-75.1555202326
Converted Parking Meter,2.0,39.9523205531,-75.1539725877
School Yard,8.0,39.9522985569,-75.1536326936
Staple or Inverted-U,6.0,39.9489941476,-75.1642282798
Staple or Inverted-U,6.0,39.9489254216,-75.1642463832
School Yard,10.0,39.9487474068,-75.1642810334
School Yard,10.0,39.9486905901,-75.1642986823
Converted Parking Meter,2.0,39.9487263181,-75.1642973227
Staple or Inverted-U,2.0,39.9470631624,-75.1646517595
Staple or Inverted-U,2.0,39.9464790982,-75.164757609
Staple or Inverted-U,2.0,39.9459882064,-75.1648723008
Staple or Inverted-U,2.0,39.9459573811,-75.1648796685
Staple or Inverted-U,2.0,39.9459337717,-75.1648898579
Staple or Inverted-U,2.0,39.9458223109,-75.1649157793
School Yard,10.0,39.9457222006,-75.1649164902
School Yard,10.0,39.94568423,-75.1649241296
School Yard,10.0,39.9456536139,-75.1649407805
School Yard,10.0,39.9456869608,-75.1649395119
School Yard,10.0,39.9454151447,-75.1649374636
School Yard,10.0,39.9452749616,-75.1649582825
Staple or Inverted-U,2.0,39.9445767634,-75.1651830643
Converted Parking Meter,2.0,39.9434085188,-75.1636974976
Converted Parking Meter,2.0,39.9433333302,-75.1631118972
Converted Parking Meter,2.0,39.9432974188,-75.1627880615
Converted Parking Meter,2.0,39.9429579845,-75.1600011557
Converted Parking Meter,2.0,39.9426883035,-75.1578775002
Converted Parking Meter,2.0,39.9426738066,-75.1577634588
Converted Parking Meter,2.0,39.9426616208,-75.157646232
Converted Parking Meter,2.0,39.9426365472,-75.1574861365
Converted Parking Meter,0.0,39.9425550936,-75.1568357469
Converted Parking Meter,2.0,39.9424987834,-75.1563485482
Staple or Inverted-U,2.0,39.9424754594,-75.1561605131
Converted Parking Meter,2.0,39.9424264992,-75.1557876277
School Yard,10.0,39.9419910709,-75.1587774812
Converted Parking Meter,2.0,39.9435646691,-75.1644906281
Converted Parking Meter,2.0,39.943006531,-75.1600395687
Converted Parking Meter,2.0,39.942994627,-75.1599347184
Converted Parking Meter,2.0,39.9429061874,-75.1591854802
Converted Parking Meter,2.0,39.9428834281,-75.1590221992
School Yard,5.0,39.9428607478,-75.158651405
School Yard,10.0,39.9427103899,-75.1573780169
Converted Parking Meter,2.0,39.9426410419,-75.1571576674
Staple or Inverted-U,2.0,39.9419014027,-75.1587127643
Staple or Inverted-U,2.0,39.9496845322,-75.1609094069
Staple or Inverted-U,0.0,39.9496778821,-75.1608260283
Staple or Inverted-U,2.0,39.9496690603,-75.1607520255
Wave,11.0,39.9490324651,-75.1558947253
Wave,11.0,39.9490314153,-75.1558483034
Wave,11.0,39.9490232893,-75.1558052492
Converted Parking Meter,2.0,39.949074384,-75.1540594393
Converted Parking Meter,2.0,39.9492263352,-75.1540319518
Converted Parking Meter,2.0,39.9524235514,-75.1560492033
Converted Parking Meter,2.0,39.9523832068,-75.1557409843
Converted Parking Meter,2.0,39.9523577119,-75.1554569796
Converted Parking Meter,2.0,39.9523484677,-75.1552590865
School Yard,0.0,39.9520662997,-75.1535352189
Staple or Inverted-U,2.0,39.9515533513,-75.153622966
Converted Parking Meter,2.0,39.9489841363,-75.154390601
Converted Parking Meter,2.0,39.9489720849,-75.1544901783
Converted Parking Meter,2.0,39.9489987053,-75.1546130596
Wave,6.0,39.9493560479,-75.1573693087
Converted Parking Meter,2.0,39.9498057599,-75.1610257485
School Yard,14.0,39.9491285887,-75.1690334757
Staple or Inverted-U,2.0,39.9489973451,-75.1676508145
Staple or Inverted-U,2.0,39.9493345319,-75.1691805252
Staple or Inverted-U,2.0,39.9494108372,-75.1690754111
Staple or Inverted-U,2.0,39.9499531718,-75.1693397781
Converted Parking Meter,2.0,39.9500213299,-75.1699322653
Staple or Inverted-U,2.0,39.9500379183,-75.1700338523
Staple or Inverted-U,2.0,39.950047431,-75.1701388045
Converted Parking Meter,2.0,39.9500884328,-75.1704779693
Staple or Inverted-U,2.0,39.9492872835,-75.1708955624
Staple or Inverted-U,2.0,39.9491234885,-75.1709265591
Staple or Inverted-U,2.0,39.9488389824,-75.1709962086
Staple or Inverted-U,2.0,39.9479937767,-75.1726358247
Staple or Inverted-U,2.0,39.9479555806,-75.172315147
Staple or Inverted-U,2.0,39.9473614023,-75.1712288372
Staple or Inverted-U,2.0,39.9477944585,-75.1709802802
Staple or Inverted-U,2.0,39.946949426,-75.170188463
Converted Parking Meter,2.0,39.9487509228,-75.1690948232
Converted Parking Meter,2.0,39.9487045252,-75.1687279947
Staple or Inverted-U,2.0,39.9486604396,-75.1683579799
Staple or Inverted-U,2.0,39.9486522487,-75.1683118295
Converted Parking Meter,2.0,39.9486177451,-75.1680498612
Converted Parking Meter,2.0,39.9488305546,-75.1697734108
Converted Parking Meter,2.0,39.9488471432,-75.169874996
Converted Parking Meter,2.0,39.9488591077,-75.1699829508
Staple or Inverted-U,2.0,39.948375379,-75.1678734074
Wave,4.0,39.9482812197,-75.1684561979
Staple or Inverted-U,2.0,39.9493669549,-75.1646918226
Converted Parking Meter,2.0,39.9494235902,-75.1650892382
Converted Parking Meter,2.0,39.9494658621,-75.1654841042
Staple or Inverted-U,2.0,39.949485186,-75.1656010725
Converted Parking Meter,2.0,39.9494890314,-75.1656659719
Staple or Inverted-U,2.0,39.9502901698,-75.1720287051
Converted Parking Meter,2.0,39.9502762434,-75.1719394069
Staple or Inverted-U,4.0,39.9457753757,-75.1669593947
Converted Parking Meter,2.0,39.9441942231,-75.1701105067
Staple or Inverted-U,2.0,39.9442329209,-75.1699232057
Converted Parking Meter,2.0,39.944203045,-75.1696548832
Converted Parking Meter,2.0,39.9441224935,-75.1695712196
Converted Parking Meter,2.0,39.9440900964,-75.1692967999
Converted Parking Meter,2.0,39.9441828219,-75.1694976935
Converted Parking Meter,2.0,39.9441623888,-75.1693312196
Staple or Inverted-U,2.0,39.9448807654,-75.1686256442
Staple or Inverted-U,6.0,39.9446672988,-75.1686740172
Staple or Inverted-U,6.0,39.9446640677,-75.1687422784
Staple or Inverted-U,2.0,39.9438865356,-75.173603427
Staple or Inverted-U,2.0,39.9442226197,-75.1704191493
Staple or Inverted-U,2.0,39.9437711316,-75.1687885859
Converted Parking Meter,2.0,39.9440103256,-75.1686122508
Converted Parking Meter,2.0,39.9440285864,-75.1682584774
Converted Parking Meter,2.0,39.9439574081,-75.1682735699
Converted Parking Meter,2.0,39.94392998,-75.1680082535
Converted Parking Meter,2.0,39.9439053523,-75.167761414
Converted Parking Meter,2.0,39.9438634227,-75.1674873569
Staple or Inverted-U,2.0,39.9438515264,-75.1673825051
Staple or Inverted-U,2.0,39.9438455081,-75.1673269845
Converted Parking Meter,2.0,39.9437160328,-75.1662355018
Staple or Inverted-U,2.0,39.943698465,-75.1660906014
Converted Parking Meter,2.0,39.9436918196,-75.1660072308
Staple or Inverted-U,2.0,39.9436572402,-75.1657421881
Converted Parking Meter,2.0,39.9438238793,-75.1665782866
Staple or Inverted-U,2.0,39.9438554475,-75.1668155696
Converted Parking Meter,2.0,39.943965318,-75.1677777185
Staple or Inverted-U,2.0,39.9439973008,-75.1680335709
Converted Parking Meter,2.0,39.9440057695,-75.1680920948
Converted Parking Meter,2.0,39.9441295037,-75.1690351377
Staple or Inverted-U,2.0,39.9450939657,-75.1689892152
Staple or Inverted-U,8.0,39.9451348326,-75.169322165
Staple or Inverted-U,6.0,39.9451737492,-75.1695684668
Staple or Inverted-U,2.0,39.9451860612,-75.1696918897
Converted Parking Meter,2.0,39.9517926361,-75.1711532244
Converted Parking Meter,2.0,39.9517624775,-75.1709251507
Staple or Inverted-U,2.0,39.951746733,-75.1708080413
Converted Parking Meter,2.0,39.9517146859,-75.1705490645
Staple or Inverted-U,2.0,39.9516102659,-75.1700930438
Staple or Inverted-U,2.0,39.9515759753,-75.1698403473
Staple or Inverted-U,2.0,39.9464181623,-75.1722189635
Hitch Style,2.0,39.9506793137,-75.1684495457
Hitch Style,2.0,39.9506539069,-75.1682739532
Hitch Style,2.0,39.9506357845,-75.1681042795
Hitch Style,6.0,39.9506071583,-75.1678916398
Converted Parking Meter,2.0,39.9505918354,-75.1677404448
Staple or Inverted-U,2.0,39.9504229815,-75.1673348963
Staple or Inverted-U,2.0,39.9503281927,-75.1673601817
Converted Parking Meter,2.0,39.9503799549,-75.1674356504
Staple or Inverted-U,2.0,39.9506385148,-75.168649336
Converted Parking Meter,2.0,39.9505731861,-75.1689243977
Staple or Inverted-U,2.0,39.9496878976,-75.1666628103
Staple or Inverted-U,2.0,39.949703222,-75.166814003
Staple or Inverted-U,2.0,39.9499202388,-75.1686177711
Staple or Inverted-U,4.0,39.9499298215,-75.168725818
Staple or Inverted-U,2.0,39.9499557856,-75.1689261676
Staple or Inverted-U,2.0,39.9500142934,-75.1693544927
Staple or Inverted-U,2.0,39.9500269537,-75.1694933983
Staple or Inverted-U,2.0,39.9500466208,-75.1696258426
Staple or Inverted-U,2.0,39.9500942676,-75.170048387
Staple or Inverted-U,2.0,39.9501035019,-75.1701409604
Staple or Inverted-U,2.0,39.9501125264,-75.1702242499
Staple or Inverted-U,2.0,39.9501296017,-75.1703474999
Staple or Inverted-U,2.0,39.9507078602,-75.1692414218
Converted Parking Meter,2.0,39.951025584,-75.1695886656
Converted Parking Meter,2.0,39.9510346634,-75.1697803667
Staple or Inverted-U,2.0,39.9512817324,-75.1703781005
Staple or Inverted-U,2.0,39.951452395,-75.1703344498
Converted Parking Meter,2.0,39.9515569205,-75.1703180916
Staple or Inverted-U,2.0,39.9513505141,-75.1704684149
Staple or Inverted-U,2.0,39.9512654616,-75.1705026185
Staple or Inverted-U,2.0,39.950195312,-75.1708313094
Staple or Inverted-U,2.0,39.95021183,-75.1709298018
Staple or Inverted-U,2.0,39.9502225239,-75.1710873675
Staple or Inverted-U,2.0,39.9502385547,-75.1711641961
Staple or Inverted-U,2.0,39.9502479968,-75.1712660537
Staple or Inverted-U,0.0,39.9461711952,-75.1696111197
Staple or Inverted-U,2.0,39.945596397,-75.1668454041
Staple or Inverted-U,4.0,39.9455395102,-75.1668599564
Staple or Inverted-U,2.0,39.9456765365,-75.1662755571
Staple or Inverted-U,2.0,39.9456677174,-75.166201558
Staple or Inverted-U,2.0,39.9457276951,-75.166112553
Staple or Inverted-U,10.0,39.9456987864,-75.1658875514
Staple or Inverted-U,10.0,39.9456515426,-75.1654836049
Staple or Inverted-U,0.0,39.9475116404,-75.1680518057
Staple or Inverted-U,2.0,39.9479390034,-75.1678683079
Staple or Inverted-U,2.0,39.9480223,-75.1678620451
Converted Parking Meter,2.0,39.9481263241,-75.1679293328
Converted Parking Meter,2.0,39.948113629,-75.1663067849
Converted Parking Meter,2.0,39.9484916384,-75.1670017169
Staple or Inverted-U,2.0,39.9485025595,-75.16706325
Staple or Inverted-U,2.0,39.9485710704,-75.1676708344
Staple or Inverted-U,6.0,39.9477321754,-75.1663058023
Staple or Inverted-U,2.0,39.9482528908,-75.1650811175
Staple or Inverted-U,2.0,39.9482332882,-75.164951773
Staple or Inverted-U,2.0,39.9493950573,-75.1659390238
Staple or Inverted-U,0.0,39.9492152458,-75.164412811
Staple or Inverted-U,2.0,39.9489306739,-75.1644793929
Staple or Inverted-U,2.0,39.9488122066,-75.1645117779
Staple or Inverted-U,2.0,39.9486457522,-75.1645305007
Staple or Inverted-U,2.0,39.9485971559,-75.1669235496
Staple or Inverted-U,2.0,39.9496999962,-75.1673059758
Converted Parking Meter,2.0,39.9496787934,-75.1671054477
Converted Parking Meter,2.0,39.9496699051,-75.1670283491
Converted Parking Meter,2.0,39.9496514207,-75.1669485177
Staple or Inverted-U,2.0,39.9486017294,-75.1673384279
Staple or Inverted-U,2.0,39.9486187251,-75.1675638924
Converted Parking Meter,2.0,39.9494357051,-75.1676381565
Converted Parking Meter,2.0,39.9495257298,-75.1676130529
Converted Parking Meter,2.0,39.9497556337,-75.1677653826
Staple or Inverted-U,2.0,39.9497624869,-75.1678580469
Staple or Inverted-U,2.0,39.949774523,-75.1679690978
Staple or Inverted-U,2.0,39.9497916007,-75.1680923467
Converted Parking Meter,2.0,39.9498257013,-75.1682834553
Converted Parking Meter,2.0,39.9498250606,-75.1683609162
Converted Parking Meter,2.0,39.9498509,-75.1684497617
Converted Parking Meter,2.0,39.9498592513,-75.1687679406
Staple or Inverted-U,2.0,39.9519953019,-75.1783225648
Staple or Inverted-U,2.0,39.9526827496,-75.1786806459
School Yard,8.0,39.9527027529,-75.1788285725
Converted Parking Meter,2.0,39.9528145845,-75.179350931
Converted Parking Meter,2.0,39.9527376721,-75.178684763
Converted Parking Meter,2.0,39.9545980926,-75.1728310033
Converted Parking Meter,2.0,39.9545852268,-75.1726828032
Converted Parking Meter,2.0,39.9545680149,-75.1725533541
Converted Parking Meter,2.0,39.9545592183,-75.1723740223
Converted Parking Meter,2.0,39.9545305305,-75.1721582733
Converted Parking Meter,2.0,39.9545059109,-75.1719113938
Staple or Inverted-U,2.0,39.9545019815,-75.1727974769
Converted Parking Meter,2.0,39.9544931844,-75.1726181453
Converted Parking Meter,2.0,39.9544745816,-75.1724267955
Staple or Inverted-U,2.0,39.9544512153,-75.1722356264
Staple or Inverted-U,2.0,39.9544326119,-75.172044278
Converted Parking Meter,2.0,39.9544021149,-75.1717480586
Staple or Inverted-U,2.0,39.9543835106,-75.1715567092
Converted Parking Meter,2.0,39.9538733657,-75.1715574829
Converted Parking Meter,2.0,39.9537399789,-75.1715625448
Staple or Inverted-U,2.0,39.9541625013,-75.1750902264
Staple or Inverted-U,2.0,39.9540394753,-75.1751320604
Staple or Inverted-U,2.0,39.9536149024,-75.172998396
Converted Parking Meter,2.0,39.9536171635,-75.1728867958
Staple or Inverted-U,2.0,39.9536006471,-75.1727882979
Converted Parking Meter,2.0,39.9535891729,-75.1727020001
Staple or Inverted-U,2.0,39.9535564179,-75.1725173853
Converted Parking Meter,2.0,39.9535343026,-75.1723819286
Converted Parking Meter,2.0,39.9535266176,-75.1722521189
Staple or Inverted-U,2.0,39.9535190725,-75.1721285007
Converted Parking Meter,2.0,39.9534970959,-75.1719992345
Staple or Inverted-U,2.0,39.9534906625,-75.1719251358
Staple or Inverted-U,2.0,39.95346813,-75.1717711095
Staple or Inverted-U,2.0,39.9535092468,-75.1730705516
Staple or Inverted-U,2.0,39.9535091566,-75.1729466495
Converted Parking Meter,2.0,39.9535021675,-75.1728477904
Converted Parking Meter,2.0,39.95349777,-75.1727581265
Converted Parking Meter,2.0,39.9534885378,-75.1726655482
Converted Parking Meter,2.0,39.953473847,-75.1725421999
Staple or Inverted-U,2.0,39.9534539052,-75.1723973686
Converted Parking Meter,2.0,39.9534413179,-75.1722615507
Converted Parking Meter,2.0,39.9534218626,-75.1721383845
Staple or Inverted-U,2.0,39.953401642,-75.1719811728
Staple or Inverted-U,2.0,39.9533833163,-75.1718022057
Converted Parking Meter,2.0,39.9537731189,-75.1744567169
Converted Parking Meter,2.0,39.9537598392,-75.1742899483
Staple or Inverted-U,2.0,39.9536968985,-75.1744596061
Staple or Inverted-U,2.0,39.9536803835,-75.1743611077
Staple or Inverted-U,2.0,39.9536739516,-75.1742870086
Staple or Inverted-U,2.0,39.9536538227,-75.1740275712
Converted Parking Meter,2.0,39.9536325432,-75.1739292537
Converted Parking Meter,2.0,39.953625694,-75.1738365846
Converted Parking Meter,2.0,39.9536042762,-75.1737320768
Converted Parking Meter,2.0,39.953602469,-75.1736516067
Staple or Inverted-U,2.0,39.9535638392,-75.1734176527
Staple or Inverted-U,2.0,39.9539915159,-75.1761149707
Staple or Inverted-U,2.0,39.9539836972,-75.1759789705
Converted Parking Meter,2.0,39.9539615859,-75.1758435117
Staple or Inverted-U,2.0,39.9539599191,-75.1757692316
Converted Parking Meter,2.0,39.9539435441,-75.175676923
Converted Parking Meter,2.0,39.953864466,-75.1752338589
Staple or Inverted-U,2.0,39.9532364539,-75.1767891951
Staple or Inverted-U,2.0,39.9531369684,-75.176817744
Staple or Inverted-U,2.0,39.9530376225,-75.1768524819
Converted Parking Meter,2.0,39.951478986,-75.1783611504
Converted Parking Meter,2.0,39.9513239701,-75.1772952756
Staple or Inverted-U,2.0,39.9521761607,-75.1771329102
Staple or Inverted-U,2.0,39.952043329,-75.1771627207
Staple or Inverted-U,2.0,39.9519340384,-75.1771792489
Converted Parking Meter,2.0,39.9517681812,-75.1770120667
Staple or Inverted-U,2.0,39.9516643775,-75.1762163756
Staple or Inverted-U,2.0,39.9517167652,-75.1755762977
Staple or Inverted-U,2.0,39.9525204665,-75.1768654134
Staple or Inverted-U,2.0,39.9525084399,-75.1767543564
Converted Parking Meter,2.0,39.9524910937,-75.1766187199
Staple or Inverted-U,2.0,39.9524892886,-75.1765382511
Converted Parking Meter,2.0,39.9524626925,-75.1764153561
Staple or Inverted-U,2.0,39.9524456237,-75.1762920992
Staple or Inverted-U,2.0,39.9524139971,-75.1767951039
Converted Parking Meter,2.0,39.9524091372,-75.1765784576
Staple or Inverted-U,2.0,39.9523866101,-75.1764244322
Staple or Inverted-U,2.0,39.9521506409,-75.1754700286
Converted Parking Meter,2.0,39.9523765821,-75.1757650304
Converted Parking Meter,2.0,39.9521668934,-75.1739639984
Staple or Inverted-U,2.0,39.9521894238,-75.1741180225
Staple or Inverted-U,2.0,39.9522439722,-75.1746363457
Converted Parking Meter,2.0,39.9522765848,-75.1748147677
Staple or Inverted-U,2.0,39.9525798093,-75.1718636711
Converted Parking Meter,2.0,39.9520210164,-75.1728822871
Staple or Inverted-U,2.0,39.9520133319,-75.1727524803
School Yard,10.0,39.9520760961,-75.1727872702
Staple or Inverted-U,2.0,39.9520011624,-75.1726352357
Staple or Inverted-U,0.0,39.9520079041,-75.1733598079
Converted Parking Meter,2.0,39.95125242,-75.1755807087
Staple or Inverted-U,2.0,39.9511102002,-75.1756170719
Converted Parking Meter,2.0,39.9512157734,-75.173735976
Converted Parking Meter,2.0,39.9515438872,-75.1753993013
Converted Parking Meter,2.0,39.9515299278,-75.1753084522
Converted Parking Meter,2.0,39.9514544172,-75.1747057459
Converted Parking Meter,2.0,39.9518032199,-75.1735712149
Converted Parking Meter,2.0,39.9512455389,-75.1730476826
Converted Parking Meter,2.0,39.9511818531,-75.1793804158
Converted Parking Meter,2.0,39.9511502662,-75.1790346895
Converted Parking Meter,2.0,39.9511313966,-75.1788309682
Converted Parking Meter,2.0,39.9510522149,-75.1782764132
Converted Parking Meter,2.0,39.9509537431,-75.1774995686
Staple or Inverted-U,2.0,39.9509138718,-75.1772099139
Converted Parking Meter,2.0,39.9508789026,-75.1769262669
Converted Parking Meter,2.0,39.9508415722,-75.1765373964
Converted Parking Meter,2.0,39.950807018,-75.1762723204
Converted Parking Meter,2.0,39.9505880674,-75.1745893846
Converted Parking Meter,2.0,39.9505743709,-75.1744040536
Converted Parking Meter,2.0,39.9505470768,-75.1742502137
Staple or Inverted-U,2.0,39.9505328238,-75.1740401248
Staple or Inverted-U,2.0,39.9506345317,-75.1741106099
Converted Parking Meter,2.0,39.9504187806,-75.1732081283
Converted Parking Meter,2.0,39.9504007349,-75.1730415489
Staple or Inverted-U,2.0,39.948945651,-75.1731072904
Staple or Inverted-U,2.0,39.9492908414,-75.1741473274
Staple or Inverted-U,2.0,39.9484713624,-75.1761916973
Staple or Inverted-U,2.0,39.9461253953,-75.1783382594
Staple or Inverted-U,0.0,39.9460828679,-75.178355355
Staple or Inverted-U,2.0,39.9470351253,-75.177167209
School Yard,10.0,39.945844245,-75.1742190264
Converted Parking Meter,2.0,39.9447352292,-75.1738259026
Converted Parking Meter,2.0,39.9446578779,-75.1738845849
Converted Parking Meter,0.0,39.9448607218,-75.1748494259
Converted Parking Meter,2.0,39.9447922025,-75.1748767995
Converted Parking Meter,2.0,39.9451841103,-75.177574841
Converted Parking Meter,2.0,39.9452019411,-75.1777321244
Converted Parking Meter,2.0,39.945224535,-75.1778892299
Staple or Inverted-U,2.0,39.9454128224,-75.1794167552
Staple or Inverted-U,2.0,39.9453956181,-75.1792873219
Converted Parking Meter,2.0,39.9453779272,-75.1791362261
Staple or Inverted-U,2.0,39.9453384753,-75.1791841778
Staple or Inverted-U,2.0,39.9452980532,-75.1788697876
Staple or Inverted-U,0.0,39.9450834664,-75.1798256609
Staple or Inverted-U,2.0,39.9451387608,-75.1797399438
Staple or Inverted-U,0.0,39.9449342589,-75.1800821798
Converted Parking Meter,2.0,39.9511693201,-75.172414033
Converted Parking Meter,0.0,39.9511519687,-75.1722784004
Staple or Inverted-U,2.0,39.951112984,-75.1774780524
Staple or Inverted-U,2.0,39.9504998556,-75.1757573822
Converted Parking Meter,2.0,39.9506650035,-75.1752555269
Converted Parking Meter,2.0,39.9504713868,-75.1736397809
Converted Parking Meter,2.0,39.9504529247,-75.1734546322
Staple or Inverted-U,2.0,39.950476018,-75.1727846996
Staple or Inverted-U,2.0,39.9497356586,-75.1759102322
Converted Parking Meter,2.0,39.9497274612,-75.1740582668
Staple or Inverted-U,2.0,39.9494387129,-75.1739391211
Staple or Inverted-U,2.0,39.9482578391,-75.1727338118
Staple or Inverted-U,2.0,39.9481129592,-75.1727578923
Staple or Inverted-U,0.0,39.9497738485,-75.1775052393
Staple or Inverted-U,2.0,39.9498035459,-75.1788298239
Converted Parking Meter,2.0,39.9485942188,-75.1742836922
Converted Parking Meter,0.0,39.9484303534,-75.1743115856
Staple or Inverted-U,2.0,39.9482840147,-75.1742706713
Staple or Inverted-U,2.0,39.9473044275,-75.1744679333
Staple or Inverted-U,2.0,39.9469130608,-75.1746624121
Staple or Inverted-U,2.0,39.9472902544,-75.1780861618
Staple or Inverted-U,2.0,39.9473612953,-75.1780648889
Staple or Inverted-U,2.0,39.9466423151,-75.1746193004
Staple or Inverted-U,2.0,39.9447126298,-75.1736688019
Converted Parking Meter,2.0,39.9448011833,-75.174427362
Converted Parking Meter,2.0,39.9447405737,-75.1744885066
Wave,18.0,39.9460031766,-75.1763609658
Converted Parking Meter,2.0,39.9451255118,-75.1770879865
Converted Parking Meter,2.0,39.9451637584,-75.1774114582
Staple or Inverted-U,2.0,39.9453696956,-75.178515574
Staple or Inverted-U,2.0,39.9453883801,-75.1786046868
Staple or Inverted-U,2.0,39.9453459443,-75.179304687
Staple or Inverted-U,1.0,39.9439211566,-75.1737385114
Staple or Inverted-U,1.0,39.9439424552,-75.1737315092
Staple or Inverted-U,2.0,39.9465541287,-75.1807208959
School Yard,20.0,39.947336097,-75.1834913193
Staple or Inverted-U,2.0,39.9461387983,-75.1627174847
Staple or Inverted-U,2.0,39.9452380578,-75.1629906753
School Yard,8.0,39.9450255046,-75.1630689876
Staple or Inverted-U,2.0,39.9466084222,-75.1610673854
Converted Parking Meter,2.0,39.9467359771,-75.1610451322
Staple or Inverted-U,2.0,39.9469226944,-75.1610032759
Converted Parking Meter,2.0,39.9471277142,-75.1609530777
Staple or Inverted-U,6.0,39.9476669724,-75.1607627564
Converted Parking Meter,2.0,39.9476817004,-75.1608365624
Staple or Inverted-U,6.0,39.9478345294,-75.1608139776
Staple or Inverted-U,2.0,39.947881775,-75.1607137423
Staple or Inverted-U,10.0,39.948177523,-75.1607378853
Converted Parking Meter,10.0,39.9481987216,-75.1607336662
Converted Parking Meter,2.0,39.9488067989,-75.1605954187
Staple or Inverted-U,8.0,39.9485396843,-75.1589023809
Staple or Inverted-U,4.0,39.9485689631,-75.159048465
Staple or Inverted-U,6.0,39.9476226565,-75.1591600829
Staple or Inverted-U,2.0,39.9476316669,-75.1592569519
Staple or Inverted-U,2.0,39.9474846428,-75.1592674227
Staple or Inverted-U,4.0,39.9469820606,-75.1592985494
Staple or Inverted-U,8.0,39.9449816769,-75.1598344971
Converted Parking Meter,2.0,39.9490101388,-75.1621686118
Staple or Inverted-U,2.0,39.9484925497,-75.1622114726
Staple or Inverted-U,2.0,39.9484164115,-75.1623017967
Converted Parking Meter,2.0,39.9483071177,-75.1623235458
Converted Parking Meter,2.0,39.9480349034,-75.1623701981
Staple or Inverted-U,6.0,39.9483964373,-75.1573785241
Staple or Inverted-U,2.0,39.9479220805,-75.1575672331
