FID,DC_NUM,DC_KEY,LOCATION_B,THEFT_DATE,THEFT_YEAR,DC_DIST,STOLEN_VAL,THEFT_HOUR,UCR,X,Y,GlobalID,x2,y2
127,078242,201422078242,1300 BLOCK W MONTGOMERY AV,9/22/2014 12:00:00 AM,2014,22,200,13,615,-75.15540691,39.97989644,2f38f1ab-a1fa-4aa2-a096-6f07356f2a86,-119.652791192181,45.8122962243449
128,039768,201416039768,3600 BLOCK HAMILTON ST,9/17/2014 12:00:00 AM,2014,16,900,18,615,-75.19424812,39.96188092,2afa66a8-3ebd-4936-8e6d-09b9ee89fc6e,-119.663137146911,45.8005473532667
129,040041,201416040041,3800 BLOCK SPRING GARDEN ST,9/19/2014 12:00:00 AM,2014,16,400,12,615,-75.19732886,39.96222732,20d5f6d7-f858-43cf-a514-984c05f05aa4,-119.664417574372,45.800241637752
130,078303,201422078303,2000 BLOCK N BROAD ST,9/22/2014 12:00:00 AM,2014,22,150,16,625,-75.15694651,39.98326904,1a4ebba6-7c18-40e7-a1a3-4f42deb4879a,-119.654260371495,45.8132723216394
131,040230,201416040230,1200 BLOCK BELMONT AV,9/20/2014 12:00:00 AM,2014,16,300,14,615,-75.21240758,39.97419512,238e9c1d-941d-4a56-aa2e-b64f0b8239c4,-119.673346527514,45.8023683313802
132,040255,201416040255,4400 BLOCK MARKET ST,9/20/2014 12:00:00 AM,2014,16,140,18,625,-75.20975847,39.95815853,8c88f91c-1bc8-435d-92a0-3f6f6e119aba,-119.668167192429,45.797080194717
133,078951,201422078951,1600 BLOCK DIAMOND ST,9/24/2014 12:00:00 AM,2014,22,150,16,625,-75.1598665,39.98519743,400a1ef3-ab4d-4e3c-86d6-2e56b0d16d97,-119.655888989694,45.813547218887
134,040451,201416040451,4000 BLOCK BARING ST,9/21/2014 12:00:00 AM,2014,16,800,23,615,-75.20409612,39.96018048,4e2bc5a0-e62b-4492-8e5d-d23e12828fb1,-119.666502710758,45.7985797976765
135,078952,201422078952,1600 BLOCK DIAMOND ST,9/24/2014 12:00:00 AM,2014,22,100,16,625,-75.15995692,39.98520842,e66476fa-3119-411f-9777-b5716a0c7672,-119.655926798749,45.8135385425505
136,040666,201416040666,500 BLOCK N 35TH ST,9/23/2014 12:00:00 AM,2014,16,100,17,625,-75.19288999,39.96335924,93904a05-6cc7-44ea-baa2-79a585f8d41f,-119.662995228523,45.8012573807259
137,040926,201416040926,3800 BLOCK SPRING GARDEN ST,9/25/2014 12:00:00 AM,2014,16,500,19,615,-75.19801615,39.96215211,80b957df-df72-480d-bc68-79f2e5c8d4e6,-119.664663715619,45.8001196515786
138,079290,201422079290,1100 BLOCK W YORK ST,9/25/2014 12:00:00 AM,2014,22,350,20,615,-75.15028093,39.98864781,358eae05-f9da-4992-bd48-e8b5e307ab32,-119.653077436736,45.8160956643248
139,041039,201416041039,600 BLOCK N 33RD ST,9/26/2014 12:00:00 AM,2014,16,300,12,615,-75.19047011,39.96566365,d0339a26-645a-45bc-8c61-17e1f6cc30c5,-119.662656978659,45.8024062580306
140,041370,201416041370,3500 BLOCK LANCASTER AV 413,9/28/2014 12:00:00 AM,2014,16,600,12,615,-75.19260568,39.95798321,ede30714-c6fa-4098-ba8c-5353049d8a8c,-119.661492628473,45.7994007960826
141,079482,201422079482,1800 BLOCK MASTER ST,9/26/2014 12:00:00 AM,2014,22,300,14,615,-75.165227,39.97526282,c5dc3895-52ac-4e78-96bc-8d6eb92bdbd4,-119.655386754398,45.809297938754
142,041495,201416041495,400 BLOCK N 32ND ST,9/29/2014 12:00:00 AM,2014,16,150,14,625,-75.18833428,39.96215721,91906044-9d3e-495e-a178-7422bd1a1de5,-119.660923028337,45.8014661443736
143,041624,201416041624,3500 BLOCK MARKET ST,9/30/2014 12:00:00 AM,2014,16,219,12,615,-75.19279839,39.95605662,aa2c3053-894c-49cf-b1c3-845b5a3458bc,-119.661068048736,45.7986945715216
144,079530,201422079530,1800 BLOCK N 18TH ST,9/26/2014 12:00:00 AM,2014,22,400,18,615,-75.16381306,39.98180324,ef1186b1-cb9c-4dfa-a604-2ebede101084,-119.656535023697,45.811801672088
145,041671,201416041671,3400 BLOCK MARKET ST,9/30/2014 12:00:00 AM,2014,16,1500,19,615,-75.19152039,39.95589465,ddd844cc-8454-45d3-9401-75577e23fc2e,-119.660532163296,45.7988149404156
146,041873,201416041873,3600 BLOCK BARING ST,10/1/2014 12:00:00 AM,2014,16,100,22,625,-75.19403703,39.961076,26a6798e-3182-4d86-a817-23f3cb96e827,-119.662847034368,45.8002927790342
147,041978,201416041978,300 BLOCK N PRESTON ST,10/2/2014 12:00:00 AM,2014,16,300,11,615,-75.20367137,39.95945543,d07b3f3d-6d69-46f0-9c18-ea27c3aefa6b,-119.666150710893,45.7983830860347
148,080393,201422080393,1500 BLOCK N 17TH ST,9/28/2014 12:00:00 AM,2014,22,200,22,615,-75.16330113,39.97676639,c41a77f3-46f8-48e0-ad9f-c77ce2fdffa5,-119.655031873873,45.8100957957995
149,041993,201416041993,3700 BLOCK BARING ST,10/2/2014 12:00:00 AM,2014,16,700,13,615,-75.19582572,39.96087681,056da1a0-903a-4b8d-913a-9fc2cbde9428,-119.663486744126,45.799974098659
150,080837,201422080837,1400 BLOCK N 15TH ST,9/30/2014 12:00:00 AM,2014,22,100,12,625,-75.16035949,39.97483731,4cbc6e35-166f-49e4-9d23-c8f451e4123c,-119.653394866656,45.8098237320644
151,042149,201416042149,3100 BLOCK MARKET ST,10/3/2014 12:00:00 AM,2014,16,250,11,615,-75.18620462,39.9552384,1ab255c1-b448-4e0a-ac30-3caedeacf6e4,-119.658307668258,45.7993217452105
152,042231,201416042231,4000 BLOCK HAVERFORD AV,10/3/2014 12:00:00 AM,2014,16,150,20,625,-75.20316652,39.96276103,70ad6c7c-735c-47e9-bac9-97a131c58f81,-119.666812017874,45.7996190407114
153,080963,201422080963,1600 BLOCK W SUSQUEHANNA AV,9/30/2014 12:00:00 AM,2014,22,1000,21,615,-75.1597792,39.98679789,6537271c-a72c-442b-a6dd-deb5148239de,-119.656270045725,45.8141240234299
154,042501,201416042501,3700 BLOCK BARING ST,10/5/2014 12:00:00 AM,2014,16,500,17,615,-75.19550794,39.96092422,8820d9f8-9f7a-4a30-86e7-d8e85a3caf0d,-119.663376209258,45.8000349559709
155,081224,201422081224,1900 BLOCK N 12TH ST,10/1/2014 12:00:00 AM,2014,22,275,21,615,-75.15327212,39.98190028,b49d3b92-952e-4034-97da-ed414e80c144,-119.652485157216,45.8132996168826
156,042542,201416042542,3400 BLOCK BARING ST,10/5/2014 12:00:00 AM,2014,16,200,22,615,-75.19261441,39.96124533,29ecf524-4c8c-43d4-a253-c64b57578d8e,-119.662341065031,45.8005500838799
157,081882,201422081882,1800 BLOCK CECIL B MOORE AV,10/3/2014 12:00:00 AM,2014,22,1400,17,615,-75.16452863,39.9795157,3cbc118c-0989-4c83-9a99-93a8b0bb8b6e,-119.656218831061,45.8108952648411
158,082240,201422082240,1800 BLOCK N 18TH ST,10/4/2014 12:00:00 AM,2014,22,150,16,625,-75.16370458,39.98187768,a495b5bf-2f07-4728-863a-47f6916f2837,-119.656512374983,45.8118429972416
159,082277,201422082277,N 24TH ST / DIAMOND ST,10/4/2014 12:00:00 AM,2014,22,50,17,625,-75.17278331,39.98682094,5adb281f-0fa1-43f5-b0fc-67e2b58985e0,-119.661303196926,45.8123262442739
160,082600,201422082600,1100 BLOCK W MONTGOMERY AV,10/5/2014 12:00:00 AM,2014,22,500,17,615,-75.15303353,39.9796004,b9fae78f-cf14-4076-b3cc-d5d5e40a5f95,-119.651796944308,45.8125213327443
161,083488,201422083488,1600 BLOCK N 17TH ST,10/8/2014 12:00:00 AM,2014,22,500,11,615,-75.16292574,39.97803715,03f68820-091c-441a-a482-75ed6c007a0d,-119.655216045747,45.810596227851
162,083722,201422083722,3200 BLOCK CECIL B MOORE AV,10/9/2014 12:00:00 AM,2014,22,200,7,615,-75.18717419,39.98251641,d8712071-25bf-4721-936f-16427a161a07,-119.665750336899,45.8088088729583
163,083774,201422083774,1500 BLOCK CECIL B MOORE AV,10/9/2014 12:00:00 AM,2014,22,80,13,625,-75.16075261,39.97902282,1abc4310-f10e-4e8c-a62d-b47c8111aa14,-119.654631380749,45.8112457254404
164,084848,201422084848,1700 BLOCK ARLINGTON ST,10/12/2014 12:00:00 AM,2014,22,600,12,615,-75.16232247,39.98342535,5cf2dd4d-c111-44a1-a40f-dcce6fa1dc92,-119.6563791742,45.8125809562154
165,085237,201422085237,1900 BLOCK DIAMOND ST,10/13/2014 12:00:00 AM,2014,22,450,18,615,-75.16528644,39.98590934,54ded26a-86ed-45b1-979a-cf511c61c2bd,-119.658168789447,45.8130457466109
166,085248,201422085248,1900 BLOCK N BROAD ST,10/13/2014 12:00:00 AM,2014,22,350,19,615,-75.15719307,39.98174162,5b38a436-78b2-4030-bbad-d4281298533b,-119.653959860518,45.8126991954055
167,085801,201422085801,1800 BLOCK N BOUVIER ST,10/15/2014 12:00:00 AM,2014,22,300,15,615,-75.16305686,39.98115574,edd82b24-700c-42d2-a937-26410fb8671e,-119.656074887577,45.811678239346
168,085975,201422085975,1300 BLOCK N 15TH ST,10/16/2014 12:00:00 AM,2014,22,500,8,615,-75.16069296,39.97342477,7f7ad593-9990-4483-b221-209647c52634,-119.653157786702,45.8092791233515
169,085984,201422085984,1900 BLOCK N 17TH ST,10/16/2014 12:00:00 AM,2014,22,80,9,625,-75.16194514,39.98249888,5cf8de78-0d7e-4902-bc52-8a2c2926903d,-119.655993198785,45.8123064854828
170,086019,201422086019,1700 BLOCK FONTAIN ST,10/16/2014 12:00:00 AM,2014,22,175,11,625,-75.16159405,39.98467388,edc4c878-39d0-4f7d-9b09-832f35f3e2f9,-119.656421154438,45.8131226056833
171,086046,201422086046,1600 BLOCK DIAMOND ST,10/16/2014 12:00:00 AM,2014,22,200,14,615,-75.16016792,39.98523409,a0c61bb4-ae68-40fe-af50-215ea8701476,-119.656015020305,45.8135182979611
172,086245,201422086245,1700 BLOCK MONUMENT ST,10/17/2014 12:00:00 AM,2014,22,160,0,625,-75.1624665,39.98296854,561e6b72-cdd3-47e0-b175-a8bf1cd0de8b,-119.656316466865,45.8123997874284
173,087064,201422087064,2000 BLOCK N 18TH ST,10/19/2014 12:00:00 AM,2014,22,220,14,615,-75.16316869,39.98432319,1fde707f-935c-416c-940a-34f69c8d0af8,-119.656939002854,45.8127802148641
174,087997,201422087997,1900 BLOCK N 13TH ST,10/22/2014 12:00:00 AM,2014,22,200,17,615,-75.1550062,39.98144944,d2998d4c-f296-428b-b149-b93970e806e8,-119.653038718456,45.8128997715456
175,088058,201422088058,2300 BLOCK N CARLISLE ST,10/22/2014 12:00:00 AM,2014,22,200,20,615,-75.1567798,39.98816539,db4957e9-cdb4-44d8-8829-3894a13b29c4,-119.655464921181,45.8150230302945
176,088193,201422088193,2000 BLOCK N BROAD ST,10/23/2014 12:00:00 AM,2014,22,500,14,615,-75.15668166,39.98411322,5caa33b9-1923-49b8-b487-c5718f70cb77,-119.654376761278,45.8136069379895
177,089170,201422089170,2100 BLOCK N 17TH ST,10/26/2014 12:00:00 AM,2014,22,650,10,615,-75.16109027,39.98643565,5936fe24-6c88-4590-889d-07fbc8be01ed,-119.656683011764,45.8138141542646
178,089259,201422089259,1700 BLOCK N 15TH ST,10/26/2014 12:00:00 AM,2014,22,400,18,615,-75.15949348,39.97895449,c3ac14e3-6694-4097-84d9-35b4d8114168,-119.654126917806,45.8113964633796
179,090247,201422090247,1700 BLOCK N BROAD ST,10/29/2014 12:00:00 AM,2014,22,250,19,615,-75.15796142,39.97876936,f795bd30-962f-4eaa-bffb-bc11dc3fdef0,-119.653486673851,45.8115438877341
180,090261,201422090261,2000 BLOCK N BROAD ST,10/29/2014 12:00:00 AM,2014,22,65,20,625,-75.15668166,39.98411322,29f6be52-f2fa-48b6-a459-d859936f4e97,-119.654376761278,45.8136069379895
181,090427,201422090427,1500 BLOCK N 15TH ST,10/30/2014 12:00:00 AM,2014,22,150,14,625,-75.15994808,39.97686514,611ddf7a-d39a-4197-9d69-1565fbde1a83,-119.653761257498,45.8105962349213
182,091111,201422091111,1800 BLOCK N 16TH ST,11/1/2014 12:00:00 AM,2014,22,100,14,625,-75.16054736,39.98205119,aba9cfb9-fb91-4658-83b0-b433f0f37f98,-119.655336816629,45.8123426362317
183,092182,201422092182,1900 BLOCK N 12TH ST,11/4/2014 12:00:00 AM,2014,22,250,21,615,-75.15354746,39.98124895,6c830d14-cde1-4e83-a7df-7f8762d5c82d,-119.652422819271,45.8130315888939
184,092412,201422092412,1700 BLOCK WILLINGTON ST,11/5/2014 12:00:00 AM,2014,22,450,14,615,-75.16181666,39.9799271,850842cd-ef3c-4b57-b829-ff87c3154490,-119.655277054513,45.8114169972264
185,092986,201422092986,1500 BLOCK SEYBERT ST,11/7/2014 12:00:00 AM,2014,22,675,14,615,-75.16141112,39.97397132,70eb99a4-5c16-4b30-8d94-5f01e4c014d4,-119.653577017958,45.8093722102525
186,081523,201424081523,2300 BLOCK E WESTMORELAND ST,9/18/2014 12:00:00 AM,2014,24,100,17,625,-75.10435249,39.99023882,c203ce74-ab93-4d83-ad7f-b183b9beb4c0,-119.635731254537,45.8230331654935
187,083411,201424083411,3400 BLOCK ARAMINGO AV,9/24/2014 12:00:00 AM,2014,24,120,13,625,-75.10385118,39.98986538,ee091c13-6706-4b4b-b740-fa4ef52b0516,-119.63544063883,45.8229709665632
188,083957,201424083957,3500 BLOCK KENSINGTON AV,9/26/2014 12:00:00 AM,2014,24,300,1,615,-75.1064306,40.00037166,344b22f0-eac7-4ca3-beaa-96af34f07086,-119.63916082203,45.8263206319749
189,083980,201424083980,3300 BLOCK LIVINGSTON ST,9/26/2014 12:00:00 AM,2014,24,150,6,625,-75.10057885,39.98776223,b62a4145-a96b-45d9-bef1-1febc08c55a4,-119.633630297152,45.8226829971666
190,084911,201424084911,4000 BLOCK GLENDALE ST,9/29/2014 12:00:00 AM,2014,24,0,1,615,-75.10115484,40.00815249,3a0d6676-d78f-4caa-9bad-2b53725eb5df,-119.639137451355,45.8297991491463
191,084991,201424084991,2800 BLOCK KENSINGTON AV,9/29/2014 12:00:00 AM,2014,24,200,13,615,-75.12218682,39.99157781,8b6a5876-ae1d-4ade-859e-0f26ec2ed785,-119.642974460943,45.8210300726788
192,085399,201424085399,3300 BLOCK ARAMINGO AV,9/30/2014 12:00:00 AM,2014,24,219,20,615,-75.10162745,39.99092204,1e4d7471-2abc-426a-b222-790158d7092d,-119.634854518188,45.8236524899797
193,086813,201424086813,2200 BLOCK WHEATSHEAF LN,10/4/2014 12:00:00 AM,2014,24,150,17,625,-75.09053885,39.99866849,69b1934c-a3e5-46f9-a770-7f56a0bee00d,-119.632573720543,45.8279252899549
194,087789,201424087789,3100 BLOCK REACH ST,10/7/2014 12:00:00 AM,2014,24,150,21,625,-75.11632357,39.99538922,21fe4734-3a8a-4e15-87ab-e34a34b35da8,-119.641695057428,45.8231889992098
195,088664,201424088664,2500 BLOCK E ALLEGHENY AV,10/10/2014 12:00:00 AM,2014,24,600,13,615,-75.10468336,39.98671502,8fe16106-30bc-4c8d-b529-adff536f5ed7,-119.634946165173,45.821743783276
196,090430,201424090430,0 BLOCK E SILVER ST,10/15/2014 12:00:00 AM,2014,24,200,18,615,-75.12985631,39.99159953,cee480a7-6e8b-4fcf-8aea-9c65ea756495,-119.645945581854,45.8199730066324
197,091440,201424091440,3700 BLOCK RICHMOND ST,10/18/2014 12:00:00 AM,2014,24,600,17,615,-75.0893102,39.9891808,932d63e5-a3d4-4d03-b270-b0373c2dfc10,-119.629640134254,45.8247475198287
198,091863,201424091863,2000 BLOCK E PACIFIC ST,10/19/2014 12:00:00 AM,2014,24,180,22,625,-75.09955959,39.99770127,9feab424-ceb6-4ee8-bd97-76b3c60d79d3,-119.635811613433,45.8263319133487
199,092037,201424092037,1400 BLOCK E ERIE AVE,10/20/2014 12:00:00 AM,2014,24,900,14,615,-75.10100428,40.00566458,622a47dc-7e6b-4942-b6c8-ca2b6246de2b,-119.638434298092,45.8289419222056
200,093123,201424093123,2000 BLOCK E PACIFIC ST,10/23/2014 12:00:00 AM,2014,24,150,23,625,-75.09955959,39.99770127,9d9f2d7d-3fff-4b67-af5f-33b38d451c57,-119.635811613433,45.8263319133487
201,094255,201424094255,2100 BLOCK E ORLEANS ST,10/27/2014 12:00:00 AM,2014,24,100,3,625,-75.11464171,39.98827819,336093cd-1870-4c26-85cc-99d5c5da8ce7,-119.639201923026,45.8209131169125
202,079595,201425079595,3300 BLOCK N BROAD ST,9/21/2014 12:00:00 AM,2014,25,110,19,625,-75.15245481,40.00330547,12ebb76e-d677-4763-9676-63f07417f1c8,-119.657717649506,45.8209661118452
203,080580,201425080580,800 BLOCK E ALLEGHENY AV,9/25/2014 12:00:00 AM,2014,25,850,10,615,-75.11538831,39.9967887,ea5b1f99-79bb-485c-9b30-00c223409cb6,-119.641696112384,45.8238127076752
204,080923,201425080923,4600 BLOCK ELLA ST,9/26/2014 12:00:00 AM,2014,25,80,17,625,-75.12189078,40.02007632,7f593740-8b09-4ad1-8827-27bf981437ef,-119.650248252679,45.8311293923947
205,081127,201425081127,1300 BLOCK W LEHIGH AV,9/27/2014 12:00:00 AM,2014,25,150,0,625,-75.15239445,39.99370212,c85ef0b0-9a4f-46f9-b06f-e1cfc37b0064,-119.655204634775,45.8175856176167
206,082562,201425082562,4400 BLOCK N 06TH ST,10/1/2014 12:00:00 AM,2014,25,630,10,615,-75.13681846,40.01924936,127dd44d-8d20-48b1-8394-d54f0735e219,-119.655806328117,45.8287647676278
207,090491,201425090491,2700 BLOCK N 13TH ST,10/26/2014 12:00:00 AM,2014,25,20,1,635,-75.15244078,39.99368404,9e733308-38f7-49b3-b5ca-9113e0fbc11a,-119.65521786215,45.817572805553
208,048209,201426048209,1900 BLOCK HOPE ST,9/17/2014 12:00:00 AM,2014,26,600,16,615,-75.13407997,39.97876791,531699c7-e4d6-4a69-9689-4bd66b781649,-119.64425359289,45.8148591252912
209,048212,201426048212,1700 BLOCK N 10TH ST,9/17/2014 12:00:00 AM,2014,26,100,17,625,-75.15093058,39.97777622,a28997cb-b5b9-4417-a165-e2ac9e17897e,-119.650511279903,45.8121697569136
210,048217,201426048217,2500 BLOCK FRANKFORD AVE,9/17/2014 12:00:00 AM,2014,26,299,17,615,-75.12548808,39.98366417,9ddb6a0d-a666-4863-b21f-0905e36d9234,-119.64220025111,45.8177794030376
211,048347,201426048347,2200 BLOCK AMBER ST,9/18/2014 12:00:00 AM,2014,26,600,7,615,-75.13037301,39.98157221,d28eb9a7-e98c-436b-944d-92ab4764179c,-119.643546941865,45.8163631549708
212,048681,201426048681,100 BLOCK W DAUPHIN ST,9/19/2014 12:00:00 AM,2014,26,500,14,615,-75.13322754,39.98490571,88fbca17-4992-412d-b785-20144dadb2cc,-119.645514369444,45.8171430326791
213,048852,201426048852,2500 BLOCK ARAMINGO AV,9/20/2014 12:00:00 AM,2014,26,200,9,615,-75.11954587,39.97693834,fb65c065-c61b-4c7a-aeb7-4f72a5f89317,-119.638160178299,45.8162312234494
214,048932,201426048932,2100 BLOCK E NORRIS ST,9/20/2014 12:00:00 AM,2014,26,150,18,625,-75.13276553,39.97999819,a46a4c81-1d50-43c8-9129-58706355d527,-119.644064149266,45.8154756623129
215,049650,201426049650,2600 BLOCK TRENTON AV,9/24/2014 12:00:00 AM,2014,26,80,14,625,-75.122682,39.98352816,34fa38be-7b2c-4806-8971-5c42e4db24aa,-119.641080032942,45.818120950272
216,050248,201426050248,2400 BLOCK ARAMINGO AV,9/27/2014 12:00:00 AM,2014,26,350,11,615,-75.1211678,39.97532342,698caa5c-ccf9-4be5-a5ac-a51da2dc10e7,-119.638368945782,45.8154363257343
217,050343,201426050343,2400 BLOCK ARAMINGO AV,9/27/2014 12:00:00 AM,2014,26,850,20,615,-75.11995865,39.97585963,0b9cb3ce-aeb4-4f1a-908b-2fa74e022e11,-119.638040338568,45.8157933436821
218,050549,201426050549,100 BLOCK W GIRARD AV,9/28/2014 12:00:00 AM,2014,26,0,17,635,-75.13637374,39.9688679,2be229b0-2e3c-4fbe-a033-38f6a460b71d,-119.642575743166,45.8110480839496
219,051706,201426051706,900 BLOCK N 05TH ST 1,10/3/2014 12:00:00 AM,2014,26,300,16,615,-75.14549481,39.96798374,b9eaccfa-8a67-4712-9e40-2f8ecfda67ba,-119.645872906572,45.8094699206476
220,052801,201426052801,100 BLOCK W NORRIS ST,10/8/2014 12:00:00 AM,2014,26,70,18,625,-75.13372878,39.98017431,8070c966-c169-47a1-80d9-dab52d7ec8ff,-119.644482203107,45.8154040757563
221,053055,201426053055,900 BLOCK N ORIANNA ST,10/9/2014 12:00:00 AM,2014,26,500,19,615,-75.14329368,39.96590889,84f28119-6d82-44bb-a9cc-8f6fd94ce1d4,-119.644484536124,45.8090435990165
222,053197,201426053197,1700 BLOCK N FRONT ST,10/10/2014 12:00:00 AM,2014,26,100,12,625,-75.13402089,39.97653612,17b20227-6803-4c0f-a338-5f95d156dd57,-119.643652539775,45.814079937909
223,053677,201426053677,500 BLOCK W GIRARD AV,10/12/2014 12:00:00 AM,2014,26,700,20,615,-75.14608925,39.97037852,6161be02-a60f-477b-83df-f51e7090bc88,-119.64672306026,45.8102321738363
224,053694,201426053694,1300 BLOCK E OXFORD ST,10/12/2014 12:00:00 AM,2014,26,700,23,615,-75.13196477,39.97145239,6e67ae6e-3f1d-4a92-bb46-748219d157af,-119.641540640929,45.8125718809634
225,053787,201426053787,900 BLOCK N HANCOCK ST,10/13/2014 12:00:00 AM,2014,26,500,14,615,-75.13971776,39.9650061,1e5d3465-201c-4f18-bc34-4452a557f742,-119.642868278391,45.8092215776065
226,054049,201426054049,2400 BLOCK JASPER ST,10/14/2014 12:00:00 AM,2014,26,300,18,615,-75.13012,39.98587234,4d70d4f7-2f4e-4dba-8239-d76819760d14,-119.64456334736,45.8179155194955
227,054499,201426054499,1900 BLOCK MASCHER ST,10/16/2014 12:00:00 AM,2014,26,300,18,615,-75.13535365,39.97927863,f4045173-71d2-4d1c-86ae-9aebf147c2ee,-119.64487835568,45.8148624877272
228,055180,201426055180,600 BLOCK W NORRIS ST,10/19/2014 12:00:00 AM,2014,26,668,15,615,-75.14531559,39.98175577,46d49f0a-c049-4e93-a369-b8e9f6bb3bc7,-119.649371676455,45.8143533811929
229,055235,201426055235,2500 BLOCK MEMPHIS ST,10/19/2014 12:00:00 AM,2014,26,700,21,615,-75.12158372,39.98129068,ae6afe06-b105-4aca-a236-2c6f03e48cbd,-119.640075667287,45.8174839468319
230,055372,201426055372,2400 BLOCK E HUNTINGDON ST,10/20/2014 12:00:00 AM,2014,26,500,16,615,-75.11993966,39.98045877,7fb7c19f-63d9-4551-8b75-7c788301b9b9,-119.63922445324,45.8174186402523
231,056518,201426056518,2500 BLOCK N 05TH ST,10/25/2014 12:00:00 AM,2014,26,1600,19,615,-75.14079031,39.9890973,3707ef3e-3a39-4678-b69c-8e8cee9e295b,-119.649524642215,45.8175720228879
232,056702,201426056702,200 BLOCK W LEHIGH AV,10/26/2014 12:00:00 AM,2014,26,160,18,625,-75.13732437,39.99169228,65fdeed1-1673-48c8-849b-e6d9bfa30f1f,-119.6488571344,45.8189689025997
233,058562,201426058562,2500 BLOCK EMERALD ST,11/4/2014 12:00:00 AM,2014,26,200,19,615,-75.12755997,39.98569217,552845a2-54c0-44a0-b716-81b25330d5ac,-119.643526828643,45.8182073428776
234,076981,201435076981,5900 BLOCK N OPAL ST,9/19/2014 12:00:00 AM,2014,35,199,15,625,-75.1531402,40.04553218,2e666c42-98f5-45f7-b556-482fa1ab3215,-119.668937413415,45.8357768992306
235,078089,201435078089,6900 BLOCK N BROAD ST,9/22/2014 12:00:00 AM,2014,35,150,22,625,-75.14046563,40.05824627,e23227f1-1fbe-4205-b4ce-0d3b36b56397,-119.667336479658,45.842026977298
236,079746,201435079746,5100 BLOCK N 10TH ST,9/28/2014 12:00:00 AM,2014,35,80,1,625,-75.13965274,40.02993746,ee046d91-91c8-4f64-9d89-bf044bebc00e,-119.659674868165,45.8321441886776
237,081987,201435081987,1500 BLOCK ORLAND ST,10/5/2014 12:00:00 AM,2014,35,70,10,625,-75.14313116,40.05432883,ea46c275-76ef-4103-a57f-5595bd63edc5,-119.667350282003,45.8402733254918
238,084642,201435084642,5500 BLOCK N FAIRHILL ST,10/14/2014 12:00:00 AM,2014,35,60,11,625,-75.13169583,40.03603258,8726f2a5-5865-4efc-91ac-5ae9b3b824e6,-119.658179254589,45.8354010169244
239,084699,201435084699,4500 BLOCK N BROAD ST,10/14/2014 12:00:00 AM,2014,35,250,14,615,-75.14850567,40.02152285,bb4489d6-df33-4322-a215-e14dfc83718e,-119.660915235864,45.8279443119362
240,086319,201435086319,1600 BLOCK CHURCH LA,10/19/2014 12:00:00 AM,2014,35,125,17,625,-75.14652084,40.04619172,4c1a6bd7-f232-495a-96ef-25a10c9754cd,-119.666548847064,45.8369291692104
241,087039,201435087039,100 BLOCK LINTON ST,10/22/2014 12:00:00 AM,2014,35,500,9,615,-75.12368346,40.04137329,938b6ad9-af63-4323-ae52-1e106162ee28,-119.656466413301,45.838399321591
242,087975,201435087975,5500 BLOCK N FAIRHILL ST,10/25/2014 12:00:00 AM,2014,35,100,9,625,-75.13169583,40.03603258,bf414105-9349-46d2-acc0-e335a5d97028,-119.658179254589,45.8354010169244
243,088968,201435088968,1400 BLOCK LINDLEY AV,10/28/2014 12:00:00 AM,2014,35,100,15,625,-75.14810588,40.03080411,48c94bff-899d-4ba0-8003-52c567c2e06d,-119.663168495328,45.8312762070079
244,042656,201416042656,3500 BLOCK LANCASTER AV,10/6/2014 12:00:00 AM,2014,16,550,20,615,-75.19300523,39.95819358,d61b72a7-30e5-4156-af34-b4f6bc1e92de,-119.661701543877,45.7994194968547
245,090168,201435090168,N 02ND ST / W NEDRO AV,11/1/2014 12:00:00 AM,2014,35,100,16,625,-75.12417934,40.04037206,b3b281e1-442b-4d97-8ddc-89ad9f777ecc,-119.656398379394,45.8379769391973
246,043050,201416043050,3300 BLOCK MARKET ST,10/9/2014 12:00:00 AM,2014,16,1000,15,615,-75.19047021,39.95576863,7f5cd8a1-c2a9-487c-b503-6786cd92aa50,-119.660093638028,45.7989163493734
247,068623,201439068623,5500 BLOCK WAYNE AVENUE,9/20/2014 12:00:00 AM,2014,39,400,13,615,-75.17729171,40.03075654,0027876f-02b6-433d-9fae-f0facc7cef63,-119.674441184282,45.8272055377032
248,043152,201416043152,200 BLOCK N 34TH ST,10/10/2014 12:00:00 AM,2014,16,500,10,615,-75.19082145,39.95988278,e97e61ad-a590-4a1f-864f-c59efd2b3844,-119.661295112364,45.800318541253
249,069093,201439069093,3400 BLOCK AINSLIE ST,9/22/2014 12:00:00 AM,2014,39,200,11,615,-75.18901589,40.0130141,545b66fb-9986-4d5e-a2ea-2ee3b752cd98,-119.674370443962,45.8193143612176
250,043379,201416043379,3800 BLOCK PEARL ST,10/11/2014 12:00:00 AM,2014,16,120,19,625,-75.19822705,39.96014117,131a82ee-30fa-44d2-819c-3898bd1ec99d,-119.664224249581,45.7993811253949
251,069137,201439069137,5500 BLOCK WISSAHICKON AV,9/22/2014 12:00:00 AM,2014,39,850,14,615,-75.18175093,40.02567558,bb08208f-d74b-4e69-b689-c10e7ef4209e,-119.674846750396,45.824792510823
252,043680,201416043680,3400 BLOCK BARING ST,10/13/2014 12:00:00 AM,2014,16,850,20,615,-75.19166051,39.96143558,69e01af0-300b-46e5-9e05-2c091921ec65,-119.662021673614,45.8007496674185
